-35.3667	-7.6
-35.3667	-7.6
-35.3667	-7.6
-35.3667	-7.6
-35.3667	-7.6
-35.3667	-7.6
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.0167	-8.3667
-36.4	-8.2
-36.4	-8.2
-36.4	-8.2
-36.4	-8.2
-36.4	-8.2
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-35.8333	-8.7167
-38.7167	-3.8833
-38.7167	-3.8833
-38.7167	-3.8833
-38.7167	-3.8833
-38.7167	-3.8833
-38.7167	-3.8833
-38.7167	-3.8833
-35.1833	-8.0167
-35.1833	-8.0167
-35.1833	-8.0167
-35.1833	-8.0167
-35.1833	-8.0167
-35.1833	-8.0167
-35.1833	-8.0167
